code,name,status,index_name,updated,methodology_family,review_frequency,review_months,rebalance_timing,selection_count,weighting_scheme,weight_cap,has_free_float_adjustment,has_market_cap_screen,has_liquidity_screen,has_keyword_filter,has_fics_filter,pdf_page_count,pdf_text_chars,source_url,file_path,error
143860,TIGER 헬스케어,downloaded,FnGuide Healthcare Index,July 2019,sector_theme,semiannual,"6,12",.............. 6 3.2 기준시가총액(𝑩𝒕) 산출 방법 ..................................................................................,,float_market_cap_weighted,,True,True,True,False,True,15,19836,https://file.fnguide.com/fnindex/files/FnGuide_HealthCare_Index_Methodology_Book_KB_(20190701)_v2.3.pdf,etfs\raw\methodologies\143860_9855e57bcb28.pdf,
228790,TIGER 화장품,downloaded,FnGuide Cosmetics TOP3 Plus Index,September 2025,keyword_theme,quarterly,"1,4,7,10",2영업일 째(D+2)에 정기변경을 수행합니다,1,float_market_cap_weighted,20%,True,True,True,True,False,17,20156,https://file.fnguide.com/fnindex/files/FnGuide_Cosmetics_TOP3_Plus_Index_Methodology_Book_(20250903)_v1.3.pdf,etfs\raw\methodologies\228790_75f028f551de.pdf,
463050,TIME K바이오액티브,downloaded,FnGuide K-Bio Balanced Index,March 2026,equal_weight,quarterly,"5,6,11,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,equal_weighted,,True,True,True,True,True,21,26692,https://file.fnguide.com/fnindex/files/FnGuide_K-Bio_Balanced_Index_Methodology_Book_(20260306)_v1.0.pdf,etfs\raw\methodologies\463050_e6ad30e3a9d6.pdf,
404120,TIME K신재생에너지액티브,downloaded,FnGuide K-Renewable Energy Plus Index,January 2021,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,,custom_weighted,,True,True,True,True,True,16,21233,https://file.fnguide.com/fnindex/files/FnGuide_K-Renewable Energy Plus_Index_Methodology_Book_삼성자산운용_(20210122)_v1.0.pdf,etfs\raw\methodologies\404120_d8afbf8c3e96.pdf,
0184V0,UNICORN K바이오액티브,downloaded,FnGuide K-Bio Balanced Index,March 2026,equal_weight,quarterly,"5,6,11,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,3,equal_weighted,,True,True,True,True,True,21,26692,https://file.fnguide.com/fnindex/files/FnGuide_K-Bio_Balanced_Index_Methodology_Book_(20260306)_v1.0.pdf,etfs\raw\methodologies\0184V0_e6ad30e3a9d6.pdf,
470310,UNICORN 생성형AI강소기업액티브,downloaded,FnGuide AI Semiconductor TOP3 Plus Price Return Index,September 2023,keyword_theme,quarterly,"3,6,9,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,3,equal_weighted,,True,True,True,False,True,17,23213,https://file.fnguide.com/fnindex/files/FnGuide_AI_Semiconductor_TOP3_Plus_Price_Return_Index_Methodology_Book_(20230920)_v1.5.pdf,etfs\raw\methodologies\470310_466c302826ee.pdf,
422260,VITA MZ소비액티브,downloaded,FnGuide MZ Consumption Index,September 2021,equal_weight,quarterly,"5,6,11,12",선물옵션 만기일 익주 첫 영업일에 정기변경을 수행합니다,5,equal_weighted,,True,False,False,True,False,16,21621,https://file.fnguide.com/fnindex/files/FnGuide_MZ_Consumption_Index_Methodology_Book_한투밸류_(20210914)_v1.1.pdf,etfs\raw\methodologies\422260_c15b6897fbaf.pdf,
413930,WON AI ESG액티브,downloaded,FnGuide ESGM ESG 지수,,dividend,annual,5,"마지막 영업일 기준이며, 리밸런싱은",80,market_cap_weighted,10%,True,False,True,False,False,19,13518,https://file.fnguide.com/fnindex/files/FnGuide_ESGM_ESG_Indices_Methodology_Book(20231004)_v1.0.pdf,etfs\raw\methodologies\413930_c2380f5c88ae.pdf,
474590,WON 반도체밸류체인액티브,downloaded,FnGuide Semiconductor Value Chain Index,November 2023,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기 개편을 수행합니다,1,float_market_cap_weighted,,True,True,True,False,True,16,21640,https://file.fnguide.com/fnindex/files/FnGuide_Semiconductor_Value_Chain_Index_Methodology_Book_(20231115)_v1.3.pdf,etfs\raw\methodologies\474590_3983f6afa006.pdf,
0154F0,WON 초대형IB&금융지주,downloaded,FnGuide Financial Group Plus High Dividend Index(PR),April 2024,dividend,semiannual,"4,10",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,,custom_weighted,,True,True,True,False,True,16,21859,https://file.fnguide.com/fnindex/files/FnGuide_Financial_Group_Plus_High_Dividend_Index_PR_Methodology_Book_(20240430)_v1.1.pdf,etfs\raw\methodologies\0154F0_22b0543da6f7.pdf,
0001P0,마이티 바이오시밀러&CDMO액티브,downloaded,FnGuide Bio Similar & CDMO Index,October 2024,keyword_theme,semiannual,"6,12",선물옵션 만기일(D) 이후 2영업일째(D+2)에 정기변경을 수행합니다,2,float_market_cap_weighted,22%,True,False,True,True,True,21,26753,https://file.fnguide.com/fnindex/files/FnGuide_Bio_Similar_&_CDMO_Index_Methodology_Book_(20241023)_v1.1.pdf,etfs\raw\methodologies\0001P0_eb4704aff5f2.pdf,
